"DCID","ProductID","CurrentQuantity","ReorderPoint","LastUpdated"
1,4265,1077,84,"2025-10-23T22:43:19.925515"
1,4266,4519,362,"2025-10-23T22:43:19.925515"
1,4267,3726,334,"2025-10-23T22:43:19.925515"
1,4268,2809,170,"2025-10-23T22:43:19.925515"
1,4269,1852,146,"2025-10-23T22:43:19.925515"
1,4270,920,59,"2025-10-23T22:43:19.925515"
1,4271,2980,348,"2025-10-23T22:43:19.925515"
1,4272,962,55,"2025-10-23T22:43:19.925515"
1,4273,1602,311,"2025-10-23T22:43:19.925515"
1,4274,4468,489,"2025-10-23T22:43:19.925515"
1,4275,4440,219,"2025-10-23T22:43:19.925515"
1,4276,3510,479,"2025-10-23T22:43:19.925515"
1,4277,639,120,"2025-10-23T22:43:19.925515"
1,4278,1023,146,"2025-10-23T22:43:19.925515"
1,4279,1042,94,"2025-10-23T22:43:19.925515"
1,4280,4993,492,"2025-10-23T22:43:19.925515"
1,4281,4301,420,"2025-10-23T22:43:19.925515"
1,4282,2906,219,"2025-10-23T22:43:19.925515"
1,4283,3262,162,"2025-10-23T22:43:19.925515"
1,4284,4836,232,"2025-10-23T22:43:19.925515"
1,4285,2914,139,"2025-10-23T22:43:19.925515"
1,4286,2558,178,"2025-10-23T22:43:19.925515"
1,4287,1573,273,"2025-10-23T22:43:19.925515"
1,4288,3154,175,"2025-10-23T22:43:19.925515"
1,4289,1017,133,"2025-10-23T22:43:19.925515"
1,4290,1345,205,"2025-10-23T22:43:19.925515"
1,4291,549,104,"2025-10-23T22:43:19.925515"
1,4292,1794,347,"2025-10-23T22:43:19.925515"
1,4293,996,149,"2025-10-23T22:43:19.925515"
1,4294,574,69,"2025-10-23T22:43:19.925515"
1,4295,2567,311,"2025-10-23T22:43:19.925515"
1,4296,3787,142,"2025-10-23T22:43:19.925515"
1,4297,1151,205,"2025-10-23T22:43:19.925515"
1,4298,3061,117,"2025-10-23T22:43:19.925515"
1,4299,1766,324,"2025-10-23T22:43:19.925515"
1,4300,3331,159,"2025-10-23T22:43:19.925515"
1,4301,1908,72,"2025-10-23T22:43:19.925515"
1,4302,925,50,"2025-10-23T22:43:19.925515"
1,4303,1914,237,"2025-10-23T22:43:19.925515"
1,4304,2851,90,"2025-10-23T22:43:19.925515"
1,4305,2012,315,"2025-10-23T22:43:19.925515"
1,4306,4725,301,"2025-10-23T22:43:19.925515"
1,4307,2423,257,"2025-10-23T22:43:19.925515"
1,4308,1478,212,"2025-10-23T22:43:19.925515"
1,4309,3908,344,"2025-10-23T22:43:19.925515"
1,4310,734,51,"2025-10-23T22:43:19.925515"
1,4311,3022,313,"2025-10-23T22:43:19.925515"
1,4312,3845,419,"2025-10-23T22:43:19.925515"
1,4313,933,138,"2025-10-23T22:43:19.925515"
1,4314,2785,196,"2025-10-23T22:43:19.925515"
1,4315,3405,177,"2025-10-23T22:43:19.925515"
1,4316,542,79,"2025-10-23T22:43:19.925515"
1,4317,3073,239,"2025-10-23T22:43:19.925515"
1,4318,3381,422,"2025-10-23T22:43:19.925515"
1,4319,1049,176,"2025-10-23T22:43:19.925515"
1,4320,1305,59,"2025-10-23T22:43:19.925515"
1,4321,740,100,"2025-10-23T22:43:19.925515"
1,4322,4967,63,"2025-10-23T22:43:19.925515"
1,4323,1317,234,"2025-10-23T22:43:19.925515"
1,4324,1419,106,"2025-10-23T22:43:19.925515"
1,4325,980,151,"2025-10-23T22:43:19.925515"
1,4326,2408,263,"2025-10-23T22:43:19.925515"
1,4327,1573,295,"2025-10-23T22:43:19.925515"
1,4328,4293,262,"2025-10-23T22:43:19.925515"
1,4329,4656,249,"2025-10-23T22:43:19.925515"
1,4330,4076,210,"2025-10-23T22:43:19.925515"
1,4331,1756,296,"2025-10-23T22:43:19.925515"
1,4332,2067,223,"2025-10-23T22:43:19.925515"
1,4333,1778,346,"2025-10-23T22:43:19.925515"
1,4334,2588,50,"2025-10-23T22:43:19.925515"
1,4335,4015,59,"2025-10-23T22:43:19.925515"
1,4336,4055,149,"2025-10-23T22:43:19.925515"
1,4337,2152,131,"2025-10-23T22:43:19.925515"
1,4338,2948,332,"2025-10-23T22:43:19.925515"
1,4339,3361,247,"2025-10-23T22:43:19.925515"
1,4340,4368,142,"2025-10-23T22:43:19.925515"
1,4341,1299,86,"2025-10-23T22:43:19.925515"
1,4342,3940,64,"2025-10-23T22:43:19.925515"
1,4343,1833,221,"2025-10-23T22:43:19.925515"
1,4344,2346,93,"2025-10-23T22:43:19.925515"
1,4345,4011,81,"2025-10-23T22:43:19.925515"
1,4346,2560,125,"2025-10-23T22:43:19.925515"
1,4347,4439,383,"2025-10-23T22:43:19.925515"
1,4348,2171,431,"2025-10-23T22:43:19.925515"
1,4349,2205,135,"2025-10-23T22:43:19.925515"
1,4350,2978,212,"2025-10-23T22:43:19.925515"
1,4351,3580,307,"2025-10-23T22:43:19.925515"
1,4352,3090,328,"2025-10-23T22:43:19.925515"
1,4353,1985,103,"2025-10-23T22:43:19.925515"
1,4354,2697,174,"2025-10-23T22:43:19.925515"
1,4355,807,139,"2025-10-23T22:43:19.925515"
1,4356,2842,52,"2025-10-23T22:43:19.925515"
1,4357,1631,196,"2025-10-23T22:43:19.925515"
1,4358,4681,467,"2025-10-23T22:43:19.925515"
1,4359,2389,156,"2025-10-23T22:43:19.925515"
1,4360,4863,186,"2025-10-23T22:43:19.925515"
1,4361,3524,319,"2025-10-23T22:43:19.925515"
1,4362,3414,404,"2025-10-23T22:43:19.925515"
1,4363,930,176,"2025-10-23T22:43:19.925515"
1,4364,2229,116,"2025-10-23T22:43:19.925515"
1,4365,1969,62,"2025-10-23T22:43:19.925515"
1,4366,3725,248,"2025-10-23T22:43:19.925515"
1,4367,3612,191,"2025-10-23T22:43:19.925515"
1,4368,2255,72,"2025-10-23T22:43:19.925515"
1,4369,2002,193,"2025-10-23T22:43:19.925515"
1,4370,930,180,"2025-10-23T22:43:19.925515"
1,4371,759,99,"2025-10-23T22:43:19.925515"
1,4372,2512,155,"2025-10-23T22:43:19.925515"
1,4373,3186,166,"2025-10-23T22:43:19.925515"
1,4374,3227,213,"2025-10-23T22:43:19.925515"
1,4375,1290,93,"2025-10-23T22:43:19.925515"
1,4376,645,127,"2025-10-23T22:43:19.925515"
1,4377,4514,175,"2025-10-23T22:43:19.925515"
1,4378,3725,423,"2025-10-23T22:43:19.925515"
1,4379,1646,177,"2025-10-23T22:43:19.925515"
1,4380,2290,458,"2025-10-23T22:43:19.925515"
1,4381,1547,164,"2025-10-23T22:43:19.925515"
1,4382,3745,400,"2025-10-23T22:43:19.925515"
1,4383,1589,194,"2025-10-23T22:43:19.925515"
1,4384,3086,406,"2025-10-23T22:43:19.925515"
1,4385,4519,197,"2025-10-23T22:43:19.925515"
1,4386,4583,93,"2025-10-23T22:43:19.925515"
1,4387,2609,61,"2025-10-23T22:43:19.925515"
1,4388,2863,466,"2025-10-23T22:43:19.925515"
1,4389,1094,100,"2025-10-23T22:43:19.925515"
1,4390,4452,279,"2025-10-23T22:43:19.925515"
1,4391,2362,165,"2025-10-23T22:43:19.925515"
1,4392,2188,59,"2025-10-23T22:43:19.925515"
1,4393,1084,87,"2025-10-23T22:43:19.925515"
1,4394,4985,131,"2025-10-23T22:43:19.925515"
1,4395,4412,266,"2025-10-23T22:43:19.925515"
1,4396,2886,117,"2025-10-23T22:43:19.925515"
1,4397,2742,387,"2025-10-23T22:43:19.925515"
1,4398,1332,247,"2025-10-23T22:43:19.925515"
1,4399,2178,267,"2025-10-23T22:43:19.925515"
1,4400,3611,348,"2025-10-23T22:43:19.925515"
1,4401,3713,226,"2025-10-23T22:43:19.925515"
1,4402,1420,56,"2025-10-23T22:43:19.925515"
1,4403,3661,117,"2025-10-23T22:43:19.925515"
1,4404,2832,296,"2025-10-23T22:43:19.925515"
1,4405,1045,148,"2025-10-23T22:43:19.925515"
1,4406,4309,160,"2025-10-23T22:43:19.925515"
1,4407,3123,185,"2025-10-23T22:43:19.925515"
1,4408,4938,461,"2025-10-23T22:43:19.925515"
1,4409,2915,292,"2025-10-23T22:43:19.925515"
1,4410,2238,103,"2025-10-23T22:43:19.925515"
1,4411,4803,253,"2025-10-23T22:43:19.925515"
1,4412,2199,321,"2025-10-23T22:43:19.925515"
1,4413,1240,122,"2025-10-23T22:43:19.925515"
1,4414,4892,320,"2025-10-23T22:43:19.925515"
1,4415,823,69,"2025-10-23T22:43:19.925515"
1,4416,4180,422,"2025-10-23T22:43:19.925515"
1,4417,2756,119,"2025-10-23T22:43:19.925515"
1,4418,920,57,"2025-10-23T22:43:19.925515"
1,4419,3505,259,"2025-10-23T22:43:19.925515"
1,4420,2288,121,"2025-10-23T22:43:19.925515"
1,4421,2976,369,"2025-10-23T22:43:19.925515"
1,4422,649,93,"2025-10-23T22:43:19.925515"
1,4423,2238,68,"2025-10-23T22:43:19.925515"
1,4424,3545,359,"2025-10-23T22:43:19.925515"
1,4425,980,132,"2025-10-23T22:43:19.925515"
1,4426,3103,304,"2025-10-23T22:43:19.925515"
1,4427,2071,188,"2025-10-23T22:43:19.925515"
1,4428,761,83,"2025-10-23T22:43:19.925515"
1,4429,889,68,"2025-10-23T22:43:19.925515"
1,4430,4127,110,"2025-10-23T22:43:19.925515"
1,4431,2914,55,"2025-10-23T22:43:19.925515"
1,4432,2285,366,"2025-10-23T22:43:19.925515"
1,4433,4620,420,"2025-10-23T22:43:19.925515"
1,4434,1180,107,"2025-10-23T22:43:19.925515"
1,4435,1461,245,"2025-10-23T22:43:19.925515"
1,4436,2111,244,"2025-10-23T22:43:19.925515"
1,4437,873,72,"2025-10-23T22:43:19.925515"
1,4438,1310,105,"2025-10-23T22:43:19.925515"
1,4439,3299,201,"2025-10-23T22:43:19.925515"
1,4440,1722,90,"2025-10-23T22:43:19.925515"
1,4441,2479,192,"2025-10-23T22:43:19.925515"
1,4442,2490,341,"2025-10-23T22:43:19.925515"
1,4443,2765,272,"2025-10-23T22:43:19.925515"
1,4444,3036,108,"2025-10-23T22:43:19.925515"
1,4445,2277,337,"2025-10-23T22:43:19.925515"
1,4446,1604,184,"2025-10-23T22:43:19.925515"
1,4447,2108,261,"2025-10-23T22:43:19.925515"
1,4448,2655,211,"2025-10-23T22:43:19.925515"
1,4449,4160,180,"2025-10-23T22:43:19.925515"
1,4450,870,59,"2025-10-23T22:43:19.925515"
1,4451,3877,430,"2025-10-23T22:43:19.925515"
1,4452,1320,146,"2025-10-23T22:43:19.925515"
1,4453,2759,94,"2025-10-23T22:43:19.925515"
1,4454,1331,98,"2025-10-23T22:43:19.925515"
1,4455,741,132,"2025-10-23T22:43:19.925515"
1,4456,4301,374,"2025-10-23T22:43:19.925515"
1,4457,1484,277,"2025-10-23T22:43:19.925515"
1,4458,3895,222,"2025-10-23T22:43:19.925515"
1,4459,2158,72,"2025-10-23T22:43:19.925515"
1,4460,3175,444,"2025-10-23T22:43:19.925515"
1,4461,699,69,"2025-10-23T22:43:19.925515"
1,4462,3752,241,"2025-10-23T22:43:19.925515"
1,4463,2916,272,"2025-10-23T22:43:19.925515"
1,4464,2379,135,"2025-10-23T22:43:19.925515"
1,4465,2385,338,"2025-10-23T22:43:19.925515"
1,4466,2084,324,"2025-10-23T22:43:19.925515"
1,4467,4362,481,"2025-10-23T22:43:19.925515"
1,4468,1300,223,"2025-10-23T22:43:19.925515"
1,4469,4277,297,"2025-10-23T22:43:19.925515"
1,4470,3876,450,"2025-10-23T22:43:19.925515"
1,4471,2131,320,"2025-10-23T22:43:19.925515"
1,4472,766,80,"2025-10-23T22:43:19.925515"
1,4473,1586,186,"2025-10-23T22:43:19.925515"
1,4474,2344,387,"2025-10-23T22:43:19.925515"
1,4475,1753,125,"2025-10-23T22:43:19.925515"
1,4476,4523,308,"2025-10-23T22:43:19.925515"
1,4477,2887,264,"2025-10-23T22:43:19.925515"
1,4478,1257,161,"2025-10-23T22:43:19.925515"
1,4479,2312,374,"2025-10-23T22:43:19.925515"
1,4480,3474,489,"2025-10-23T22:43:19.925515"
1,4481,1966,274,"2025-10-23T22:43:19.925515"
1,4482,2180,205,"2025-10-23T22:43:19.925515"
1,4483,2842,185,"2025-10-23T22:43:19.925515"
1,4484,2506,267,"2025-10-23T22:43:19.925515"
1,4485,3479,343,"2025-10-23T22:43:19.925515"
1,4486,4689,186,"2025-10-23T22:43:19.925515"
1,4487,1810,229,"2025-10-23T22:43:19.925515"
1,4488,2176,96,"2025-10-23T22:43:19.925515"
1,4489,1765,325,"2025-10-23T22:43:19.925515"
1,4490,2581,492,"2025-10-23T22:43:19.925515"
1,4491,1418,91,"2025-10-23T22:43:19.925515"
1,4492,2150,85,"2025-10-23T22:43:19.925515"
1,4493,1114,157,"2025-10-23T22:43:19.925515"
1,4494,571,58,"2025-10-23T22:43:19.925515"
1,4495,2184,66,"2025-10-23T22:43:19.925515"
1,4496,2943,475,"2025-10-23T22:43:19.925515"
1,4497,2220,258,"2025-10-23T22:43:19.925515"
1,4498,2013,140,"2025-10-23T22:43:19.925515"
1,4499,4710,296,"2025-10-23T22:43:19.925515"
1,4500,4626,286,"2025-10-23T22:43:19.925515"
1,4501,3206,336,"2025-10-23T22:43:19.925515"
1,4502,709,127,"2025-10-23T22:43:19.925515"
1,4503,2577,311,"2025-10-23T22:43:19.925515"
1,4504,874,146,"2025-10-23T22:43:19.925515"
1,4505,4398,149,"2025-10-23T22:43:19.925515"
1,4506,1659,189,"2025-10-23T22:43:19.925515"
1,4507,4642,241,"2025-10-23T22:43:19.925515"
1,4508,2383,252,"2025-10-23T22:43:19.925515"
1,4509,3471,439,"2025-10-23T22:43:19.925515"
1,4510,2357,167,"2025-10-23T22:43:19.925515"
1,4511,1209,150,"2025-10-23T22:43:19.925515"
1,4512,4413,298,"2025-10-23T22:43:19.925515"
1,4513,3148,126,"2025-10-23T22:43:19.925515"
1,4514,1512,65,"2025-10-23T22:43:19.925515"
1,4515,2360,378,"2025-10-23T22:43:19.925515"
1,4516,1509,89,"2025-10-23T22:43:19.925515"
1,4517,2560,213,"2025-10-23T22:43:19.925515"
1,4518,1977,59,"2025-10-23T22:43:19.925515"
1,4519,4255,364,"2025-10-23T22:43:19.925515"
1,4520,1768,301,"2025-10-23T22:43:19.925515"
1,4521,4636,178,"2025-10-23T22:43:19.925515"
1,4522,3977,474,"2025-10-23T22:43:19.925515"
1,4523,1083,71,"2025-10-23T22:43:19.925515"
1,4524,4216,124,"2025-10-23T22:43:19.925515"
1,4525,854,90,"2025-10-23T22:43:19.925515"
1,4526,3713,391,"2025-10-23T22:43:19.925515"
1,4527,4142,62,"2025-10-23T22:43:19.925515"
1,4528,4507,144,"2025-10-23T22:43:19.925515"
1,4529,2963,417,"2025-10-23T22:43:19.925515"
1,4530,2164,231,"2025-10-23T22:43:19.925515"
1,4531,1824,298,"2025-10-23T22:43:19.925515"
1,4532,742,109,"2025-10-23T22:43:19.925515"
1,4533,4763,408,"2025-10-23T22:43:19.925515"
1,4534,1696,172,"2025-10-23T22:43:19.925515"
1,4535,3003,79,"2025-10-23T22:43:19.925515"
1,4536,1300,201,"2025-10-23T22:43:19.925515"
1,4537,3318,374,"2025-10-23T22:43:19.925515"
1,4538,4670,261,"2025-10-23T22:43:19.925515"
1,4539,2046,332,"2025-10-23T22:43:19.925515"
1,4540,720,91,"2025-10-23T22:43:19.925515"
1,4541,3712,285,"2025-10-23T22:43:19.925515"
1,4542,1255,118,"2025-10-23T22:43:19.925515"
1,4543,759,102,"2025-10-23T22:43:19.925515"
1,4544,2296,374,"2025-10-23T22:43:19.925515"
1,4545,2929,388,"2025-10-23T22:43:19.925515"
1,4546,4009,124,"2025-10-23T22:43:19.925515"
1,4547,3776,160,"2025-10-23T22:43:19.925515"
1,4548,2266,387,"2025-10-23T22:43:19.925515"
1,4549,2529,273,"2025-10-23T22:43:19.925515"
1,4550,3824,422,"2025-10-23T22:43:19.925515"
1,4551,1710,132,"2025-10-23T22:43:19.925515"
1,4552,3099,116,"2025-10-23T22:43:19.925515"
1,4553,3742,221,"2025-10-23T22:43:19.925515"
1,4554,3537,230,"2025-10-23T22:43:19.925515"
1,4555,855,108,"2025-10-23T22:43:19.925515"
1,4556,4754,95,"2025-10-23T22:43:19.925515"
1,4557,4989,298,"2025-10-23T22:43:19.925515"
1,4558,4685,499,"2025-10-23T22:43:19.925515"
1,4559,1200,85,"2025-10-23T22:43:19.925515"
1,4560,1106,134,"2025-10-23T22:43:19.925515"
1,4561,2698,98,"2025-10-23T22:43:19.925515"
1,4562,3796,212,"2025-10-23T22:43:19.925515"
1,4563,526,50,"2025-10-23T22:43:19.925515"
1,4564,2282,326,"2025-10-23T22:43:19.925515"
1,4565,1836,99,"2025-10-23T22:43:19.925515"
1,4566,2553,296,"2025-10-23T22:43:19.925515"
1,4567,1648,118,"2025-10-23T22:43:19.925515"
1,4568,764,145,"2025-10-23T22:43:19.925515"
1,4569,1419,280,"2025-10-23T22:43:19.925515"
1,4570,1515,218,"2025-10-23T22:43:19.925515"
1,4571,3554,427,"2025-10-23T22:43:19.925515"
1,4572,4058,364,"2025-10-23T22:43:19.925515"
1,4573,693,112,"2025-10-23T22:43:19.925515"
1,4574,4953,444,"2025-10-23T22:43:19.925515"
1,4575,4679,371,"2025-10-23T22:43:19.925515"
1,4576,3763,356,"2025-10-23T22:43:19.925515"
1,4577,2140,249,"2025-10-23T22:43:19.925515"
1,4578,1657,66,"2025-10-23T22:43:19.925515"
1,4579,4292,243,"2025-10-23T22:43:19.925515"
1,4580,4936,345,"2025-10-23T22:43:19.925515"
1,4581,1850,322,"2025-10-23T22:43:19.925515"
1,4582,4887,110,"2025-10-23T22:43:19.925515"
1,4583,3003,466,"2025-10-23T22:43:19.925515"
1,4584,503,86,"2025-10-23T22:43:19.925515"
1,4585,2187,188,"2025-10-23T22:43:19.925515"
1,4586,1197,122,"2025-10-23T22:43:19.925515"
1,4587,4250,134,"2025-10-23T22:43:19.925515"
1,4588,4064,435,"2025-10-23T22:43:19.925515"
1,4589,3621,70,"2025-10-23T22:43:19.925515"
1,4590,3959,53,"2025-10-23T22:43:19.925515"
1,4591,3239,245,"2025-10-23T22:43:19.925515"
1,4592,3441,499,"2025-10-23T22:43:19.925515"
1,4593,2358,247,"2025-10-23T22:43:19.925515"
1,4594,2907,441,"2025-10-23T22:43:19.925515"
1,4595,513,84,"2025-10-23T22:43:19.925515"
1,4596,1090,55,"2025-10-23T22:43:19.925515"
1,4597,2311,162,"2025-10-23T22:43:19.925515"
1,4598,3489,496,"2025-10-23T22:43:19.925515"
1,4599,4089,384,"2025-10-23T22:43:19.925515"
1,4600,3171,441,"2025-10-23T22:43:19.925515"
1,4601,2351,467,"2025-10-23T22:43:19.925515"
1,4602,2154,85,"2025-10-23T22:43:19.925515"
1,4603,3497,320,"2025-10-23T22:43:19.925515"
1,4604,2322,100,"2025-10-23T22:43:19.925515"
1,4605,1637,215,"2025-10-23T22:43:19.925515"
1,4606,3128,489,"2025-10-23T22:43:19.925515"
1,4607,4803,259,"2025-10-23T22:43:19.925515"
1,4608,703,112,"2025-10-23T22:43:19.925515"
1,4609,4396,344,"2025-10-23T22:43:19.925515"
1,4610,4887,146,"2025-10-23T22:43:19.925515"
1,4611,2275,171,"2025-10-23T22:43:19.925515"
1,4612,4727,87,"2025-10-23T22:43:19.925515"
1,4613,3897,163,"2025-10-23T22:43:19.925515"
1,4614,609,86,"2025-10-23T22:43:19.925515"
1,4615,1385,234,"2025-10-23T22:43:19.925515"
1,4616,2366,468,"2025-10-23T22:43:19.925515"
1,4617,4750,194,"2025-10-23T22:43:19.925515"
1,4618,945,174,"2025-10-23T22:43:19.925515"
1,4619,538,82,"2025-10-23T22:43:19.925515"
1,4620,4230,468,"2025-10-23T22:43:19.925515"
1,4621,3453,301,"2025-10-23T22:43:19.925515"
1,4622,1337,132,"2025-10-23T22:43:19.925515"
1,4623,2380,306,"2025-10-23T22:43:19.925515"
1,4624,3139,494,"2025-10-23T22:43:19.925515"
1,4625,4929,421,"2025-10-23T22:43:19.925515"
1,4626,3829,124,"2025-10-23T22:43:19.925515"
1,4627,4206,219,"2025-10-23T22:43:19.925515"
1,4628,1789,345,"2025-10-23T22:43:19.925515"
1,4629,3361,341,"2025-10-23T22:43:19.925515"
1,4630,1517,76,"2025-10-23T22:43:19.925515"
1,4631,4427,240,"2025-10-23T22:43:19.925515"
1,4632,1487,52,"2025-10-23T22:43:19.925515"
1,4633,2071,362,"2025-10-23T22:43:19.925515"
1,4634,766,56,"2025-10-23T22:43:19.925515"
1,4635,4746,362,"2025-10-23T22:43:19.925515"
1,4636,3552,485,"2025-10-23T22:43:19.925515"
1,4637,1524,166,"2025-10-23T22:43:19.925515"
1,4638,1397,103,"2025-10-23T22:43:19.925515"
1,4639,2000,57,"2025-10-23T22:43:19.925515"
1,4640,4606,164,"2025-10-23T22:43:19.925515"
1,4641,2227,165,"2025-10-23T22:43:19.925515"
1,4642,1015,74,"2025-10-23T22:43:19.925515"
1,4643,2274,378,"2025-10-23T22:43:19.925515"
1,4644,1105,61,"2025-10-23T22:43:19.925515"
1,4645,3193,329,"2025-10-23T22:43:19.925515"
1,4646,2044,281,"2025-10-23T22:43:19.925515"
1,4647,1409,276,"2025-10-23T22:43:19.925515"
1,4648,4776,127,"2025-10-23T22:43:19.925515"
1,4649,1127,159,"2025-10-23T22:43:19.925515"
1,4650,4887,411,"2025-10-23T22:43:19.925515"
1,4651,4644,445,"2025-10-23T22:43:19.925515"
1,4652,2118,363,"2025-10-23T22:43:19.925515"
1,4653,1179,153,"2025-10-23T22:43:19.925515"
1,4654,2269,196,"2025-10-23T22:43:19.925515"
1,4655,2690,51,"2025-10-23T22:43:19.925515"
1,4656,1718,336,"2025-10-23T22:43:19.925515"
1,4657,4910,488,"2025-10-23T22:43:19.925515"
1,4658,3076,331,"2025-10-23T22:43:19.925515"
1,4659,4560,443,"2025-10-23T22:43:19.925515"
1,4660,3691,295,"2025-10-23T22:43:19.925515"
1,4661,2846,178,"2025-10-23T22:43:19.925515"
1,4662,4668,205,"2025-10-23T22:43:19.925515"
1,4663,2614,357,"2025-10-23T22:43:19.925515"
1,4664,2826,67,"2025-10-23T22:43:19.925515"
1,4665,4549,406,"2025-10-23T22:43:19.925515"
1,4666,828,120,"2025-10-23T22:43:19.925515"
1,4667,4025,74,"2025-10-23T22:43:19.925515"
1,4668,3059,104,"2025-10-23T22:43:19.925515"
1,4669,2759,394,"2025-10-23T22:43:19.925515"
1,4670,811,66,"2025-10-23T22:43:19.925515"
1,4671,946,61,"2025-10-23T22:43:19.925515"
1,4672,4357,297,"2025-10-23T22:43:19.925515"
1,4673,1282,251,"2025-10-23T22:43:19.925515"
1,4674,2041,310,"2025-10-23T22:43:19.925515"
1,4675,773,50,"2025-10-23T22:43:19.925515"
1,4676,2966,467,"2025-10-23T22:43:19.925515"
1,4677,4796,197,"2025-10-23T22:43:19.925515"
1,4678,2598,352,"2025-10-23T22:43:19.925515"
1,4679,2803,350,"2025-10-23T22:43:19.925515"
1,4680,851,158,"2025-10-23T22:43:19.925515"
1,4681,4007,402,"2025-10-23T22:43:19.925515"
1,4682,1991,375,"2025-10-23T22:43:19.925515"
1,4683,4463,95,"2025-10-23T22:43:19.925515"
1,4684,959,104,"2025-10-23T22:43:19.925515"
1,4685,4335,423,"2025-10-23T22:43:19.925515"
1,4686,1219,212,"2025-10-23T22:43:19.925515"
1,4687,3415,200,"2025-10-23T22:43:19.925515"
1,4688,2836,415,"2025-10-23T22:43:19.925515"
1,4689,2867,456,"2025-10-23T22:43:19.925515"
1,4690,2996,66,"2025-10-23T22:43:19.925515"
1,4691,2127,95,"2025-10-23T22:43:19.925515"
1,4692,3421,375,"2025-10-23T22:43:19.925515"
1,4693,2657,363,"2025-10-23T22:43:19.925515"
1,4694,3359,346,"2025-10-23T22:43:19.925515"
1,4695,1528,303,"2025-10-23T22:43:19.925515"
1,4696,3825,92,"2025-10-23T22:43:19.925515"
1,4697,3010,387,"2025-10-23T22:43:19.925515"
1,4698,3432,66,"2025-10-23T22:43:19.925515"
1,4699,3768,128,"2025-10-23T22:43:19.925515"
1,4700,3126,249,"2025-10-23T22:43:19.925515"
1,4701,4613,131,"2025-10-23T22:43:19.925515"
1,4702,948,172,"2025-10-23T22:43:19.925515"
1,4703,3955,484,"2025-10-23T22:43:19.925515"
1,4704,3771,222,"2025-10-23T22:43:19.925515"
1,4705,540,105,"2025-10-23T22:43:19.925515"
1,4706,3059,445,"2025-10-23T22:43:19.925515"
1,4707,3927,121,"2025-10-23T22:43:19.925515"
1,4708,3758,471,"2025-10-23T22:43:19.925515"
1,4709,4906,489,"2025-10-23T22:43:19.925515"
1,4710,2472,413,"2025-10-23T22:43:19.925515"
1,4711,533,52,"2025-10-23T22:43:19.925515"
1,4712,751,71,"2025-10-23T22:43:19.925515"
1,4713,1791,63,"2025-10-23T22:43:19.925515"
1,4714,1210,86,"2025-10-23T22:43:19.925515"
1,4715,1566,122,"2025-10-23T22:43:19.925515"
1,4716,4952,457,"2025-10-23T22:43:19.925515"
1,4717,646,53,"2025-10-23T22:43:19.925515"
1,4718,699,84,"2025-10-23T22:43:19.925515"
1,4719,1732,185,"2025-10-23T22:43:19.925515"
1,4720,1800,184,"2025-10-23T22:43:19.925515"
1,4721,1294,193,"2025-10-23T22:43:19.925515"
1,4722,4485,252,"2025-10-23T22:43:19.925515"
1,4723,1413,73,"2025-10-23T22:43:19.925515"
1,4724,3114,80,"2025-10-23T22:43:19.925515"
1,4725,2112,253,"2025-10-23T22:43:19.925515"
1,4726,1036,150,"2025-10-23T22:43:19.925515"
1,4727,4368,400,"2025-10-23T22:43:19.925515"
1,4728,4423,382,"2025-10-23T22:43:19.925515"
1,4729,1816,234,"2025-10-23T22:43:19.925515"
1,4730,4063,201,"2025-10-23T22:43:19.925515"
1,4731,3795,251,"2025-10-23T22:43:19.925515"
1,4732,4901,126,"2025-10-23T22:43:19.925515"
1,4733,1528,166,"2025-10-23T22:43:19.925515"
1,4734,1097,204,"2025-10-23T22:43:19.925515"
1,4735,1377,161,"2025-10-23T22:43:19.925515"
1,4736,4750,249,"2025-10-23T22:43:19.925515"
1,4737,3320,404,"2025-10-23T22:43:19.925515"
1,4738,4640,385,"2025-10-23T22:43:19.925515"
1,4739,3119,464,"2025-10-23T22:43:19.925515"
1,4740,707,119,"2025-10-23T22:43:19.925515"
1,4741,2602,489,"2025-10-23T22:43:19.925515"
1,4742,1148,83,"2025-10-23T22:43:19.925515"
1,4743,1202,97,"2025-10-23T22:43:19.925515"
1,4744,2444,218,"2025-10-23T22:43:19.925515"
1,4745,773,70,"2025-10-23T22:43:19.925515"
1,4746,1650,289,"2025-10-23T22:43:19.925515"
1,4747,1979,266,"2025-10-23T22:43:19.925515"
1,4748,4231,335,"2025-10-23T22:43:19.925515"
1,4749,1264,55,"2025-10-23T22:43:19.925515"
1,4750,2187,118,"2025-10-23T22:43:19.925515"
1,4751,3259,105,"2025-10-23T22:43:19.925515"
1,4752,1083,106,"2025-10-23T22:43:19.925515"
1,4753,1852,201,"2025-10-23T22:43:19.925515"
1,4754,1790,52,"2025-10-23T22:43:19.925515"
1,4755,3650,405,"2025-10-23T22:43:19.925515"
1,4756,4427,52,"2025-10-23T22:43:19.925515"
1,4757,1877,61,"2025-10-23T22:43:19.925515"
1,4758,4529,394,"2025-10-23T22:43:19.925515"
1,4759,4700,127,"2025-10-23T22:43:19.925515"
1,4760,3418,248,"2025-10-23T22:43:19.925515"
1,4761,1760,94,"2025-10-23T22:43:19.925515"
1,4762,4757,276,"2025-10-23T22:43:19.925515"
1,4763,3576,106,"2025-10-23T22:43:19.925515"
1,4764,1752,117,"2025-10-23T22:43:19.925515"
